week_start_date,country,channel,units_sold,revenue_eur,promo_active
2026-01-05,Sweden,Gym & Office,826,1142.78,True
2026-01-12,Netherlands,DTC Online,1641,2226.8,False
2026-01-12,Netherlands,Retail/Grocery,3109,4235.31,False
2026-01-12,Netherlands,Gym & Office,823,1107.45,False
2026-01-12,Denmark,DTC Online,1132,1554.14,False
2026-01-12,Denmark,Retail/Grocery,1465,1938.38,False
2026-01-12,Denmark,Gym & Office,694,962.83,False
2026-01-12,Sweden,DTC Online,1206,1658.64,False
2026-01-12,Sweden,Retail/Grocery,1990,2711.17,False
2026-01-12,Sweden,Gym & Office,756,1046.43,False
2026-01-19,Netherlands,DTC Online,1571,2143.75,False
2026-01-19,Netherlands,Retail/Grocery,3164,4197.78,False
2026-01-19,Netherlands,Gym & Office,790,1044.83,False
2026-01-19,Denmark,DTC Online,1060,1395.77,False
2026-01-19,Denmark,Retail/Grocery,1541,2108.44,False
2026-01-19,Denmark,Gym & Office,690,915.34,False
2026-01-19,Sweden,DTC Online,1372,1894.87,False
2026-01-19,Sweden,Retail/Grocery,2006,2786.03,False
2026-01-19,Sweden,Gym & Office,788,1074.16,False
2026-01-26,Netherlands,DTC Online,1569,2176.48,False
2026-01-26,Netherlands,Retail/Grocery,3216,4246.19,False
2026-01-26,Netherlands,Gym & Office,837,1096.34,True
2026-01-26,Denmark,DTC Online,1085,1469.65,False
2026-01-26,Denmark,Retail/Grocery,1469,1970.39,False
2026-01-26,Denmark,Gym & Office,693,944.04,False
2026-01-26,Sweden,DTC Online,1399,1924.47,False
2026-01-26,Sweden,Retail/Grocery,1855,2575.18,False
2026-01-26,Sweden,Gym & Office,836,1120.93,False
2026-02-02,Netherlands,DTC Online,1781,2474.14,False
2026-02-02,Netherlands,Retail/Grocery,3046,4036.35,True
2026-02-02,Netherlands,Gym & Office,881,1207.79,False
2026-02-02,Denmark,DTC Online,1220,1616.52,False
2026-02-02,Denmark,Retail/Grocery,1548,2128.47,False
2026-02-02,Denmark,Gym & Office,726,1007.58,True
2026-02-02,Sweden,DTC Online,1356,1853.01,False
2026-02-02,Sweden,Retail/Grocery,1876,2606.19,False
2026-02-02,Sweden,Gym & Office,796,1060.24,False
2026-02-09,Netherlands,DTC Online,1616,2141.52,False
2026-02-09,Netherlands,Retail/Grocery,3214,4365.71,False
2026-02-09,Netherlands,Gym & Office,865,1184.98,False
2026-02-09,Denmark,DTC Online,1269,1749.69,False
2026-02-09,Denmark,Retail/Grocery,1581,2105.45,False
2026-02-09,Denmark,Gym & Office,626,868.92,False
2026-02-09,Sweden,DTC Online,1390,1896.84,False
2026-02-09,Sweden,Retail/Grocery,1884,2532.28,False
2026-02-09,Sweden,Gym & Office,874,1204.95,False
2026-02-16,Netherlands,DTC Online,1810,2429.85,False
2026-02-16,Netherlands,Retail/Grocery,3154,4256.77,False
2026-02-16,Netherlands,Gym & Office,795,1087.5,True
2026-02-16,Denmark,DTC Online,1273,1721.89,False
2026-02-16,Denmark,Retail/Grocery,1507,2014.27,False
2026-02-16,Denmark,Gym & Office,715,993.64,False
2026-02-16,Sweden,DTC Online,1414,1961.33,False
2026-02-16,Sweden,Retail/Grocery,1959,2617.55,True
2026-02-16,Sweden,Gym & Office,875,1147.79,False
2026-02-23,Netherlands,DTC Online,1594,2190.28,False
2026-02-23,Netherlands,Retail/Grocery,3335,4433.95,False
2026-02-23,Netherlands,Gym & Office,926,1275.04,False
2026-02-23,Denmark,DTC Online,1203,1598.4,True
2026-02-23,Denmark,Retail/Grocery,1567,2107.65,False
2026-02-23,Denmark,Gym & Office,680,897.34,False
2026-02-23,Sweden,DTC Online,1472,1972.58,False
2026-02-23,Sweden,Retail/Grocery,2134,2929.76,True
2026-02-23,Sweden,Gym & Office,904,1187.8,False
2026-03-02,Netherlands,DTC Online,1887,2486.59,True
2026-03-02,Netherlands,Retail/Grocery,3247,4475.48,False
2026-03-02,Netherlands,Gym & Office,972,1305.2,False
2026-03-02,Denmark,DTC Online,1388,1887.74,False
2026-03-02,Denmark,Retail/Grocery,1696,2279.72,False
2026-03-02,Denmark,Gym & Office,710,967.18,False
2026-03-02,Sweden,DTC Online,1410,1905.47,False
2026-03-02,Sweden,Retail/Grocery,2146,2812.32,False
2026-03-02,Sweden,Gym & Office,968,1333.52,False
2026-03-09,Netherlands,DTC Online,1803,2435.35,False
2026-03-09,Netherlands,Retail/Grocery,3506,4767.42,False
2026-03-09,Netherlands,Gym & Office,904,1187.02,False
2026-03-09,Denmark,DTC Online,1352,1826.64,False
2026-03-09,Denmark,Retail/Grocery,1676,2273.96,False
2026-03-09,Denmark,Gym & Office,719,968.88,False
2026-03-09,Sweden,DTC Online,1483,2058.54,False
2026-03-09,Sweden,Retail/Grocery,2360,3118.06,False
2026-03-09,Sweden,Gym & Office,1008,1365.65,True
2026-03-16,Netherlands,DTC Online,1881,2611.95,False
2026-03-16,Netherlands,Retail/Grocery,3367,4427.74,False
2026-03-16,Netherlands,Gym & Office,961,1312.28,False
2026-03-16,Denmark,DTC Online,1383,1906.48,False
2026-03-16,Denmark,Retail/Grocery,1679,2239.4,False
2026-03-16,Denmark,Gym & Office,718,991.17,False
2026-03-16,Sweden,DTC Online,1542,2134.15,False
2026-03-16,Sweden,Retail/Grocery,2386,3214.63,False
2026-03-16,Sweden,Gym & Office,961,1318.24,False
2026-03-23,Netherlands,DTC Online,2035,2726.8,False
2026-03-23,Netherlands,Retail/Grocery,3741,4900.88,True
2026-03-23,Netherlands,Gym & Office,948,1284.0,False
2026-03-23,Denmark,DTC Online,1336,1817.81,False
2026-03-23,Denmark,Retail/Grocery,1695,2353.51,False
2026-03-23,Denmark,Gym & Office,744,987.46,False
2026-03-23,Sweden,DTC Online,1471,2027.26,False
2026-03-23,Sweden,Retail/Grocery,2214,2930.81,False
2026-03-23,Sweden,Gym & Office,908,1250.18,False
2026-03-30,Netherlands,DTC Online,1998,2759.61,False
2026-03-30,Netherlands,Retail/Grocery,3409,4590.06,False
2026-03-30,Netherlands,Gym & Office,955,1263.83,False
2026-03-30,Denmark,DTC Online,1421,1932.53,False
2026-03-30,Denmark,Retail/Grocery,1803,2378.33,False
2026-03-30,Denmark,Gym & Office,729,965.82,False
2026-03-30,Sweden,DTC Online,1609,2148.42,False
2026-03-30,Sweden,Retail/Grocery,2391,3309.39,False
2026-03-30,Sweden,Gym & Office,989,1363.54,False
2026-04-06,Netherlands,DTC Online,2061,2740.14,False
2026-04-06,Netherlands,Retail/Grocery,3863,5098.17,False
2026-04-06,Netherlands,Gym & Office,1107,1493.46,False
2026-04-06,Denmark,DTC Online,1588,2181.23,False
2026-04-06,Denmark,Retail/Grocery,1849,2479.39,False
2026-04-06,Denmark,Gym & Office,903,1209.85,False
2026-04-06,Sweden,DTC Online,1657,2265.47,False
2026-04-06,Sweden,Retail/Grocery,2613,3624.01,False
2026-04-06,Sweden,Gym & Office,1106,1505.47,False
2026-04-13,Netherlands,DTC Online,2248,2981.48,False
2026-04-13,Netherlands,Retail/Grocery,3995,5307.3,False
2026-04-13,Netherlands,Gym & Office,1085,1453.95,False
2026-04-13,Denmark,DTC Online,1611,2142.82,False
2026-04-13,Denmark,Retail/Grocery,2042,2722.8,False
2026-04-13,Denmark,Gym & Office,835,1096.22,False
2026-04-13,Sweden,DTC Online,1711,2303.08,False
2026-04-13,Sweden,Retail/Grocery,2579,3481.14,False
2026-04-13,Sweden,Gym & Office,1014,1364.11,False
2026-04-20,Netherlands,DTC Online,2058,2845.23,False
2026-04-20,Netherlands,Retail/Grocery,4049,5481.45,True
2026-04-20,Netherlands,Gym & Office,1064,1412.94,False
2026-04-20,Denmark,DTC Online,1501,2031.95,False
2026-04-20,Denmark,Retail/Grocery,2030,2699.4,False
2026-04-20,Denmark,Gym & Office,915,1260.85,False
2026-04-20,Sweden,DTC Online,1796,2371.92,False
2026-04-20,Sweden,Retail/Grocery,2741,3709.92,False
2026-04-20,Sweden,Gym & Office,1152,1534.84,False
2026-04-27,Netherlands,DTC Online,2396,3321.12,False
2026-04-27,Netherlands,Retail/Grocery,4238,5553.74,False
2026-04-27,Netherlands,Gym & Office,1197,1659.73,False
2026-04-27,Denmark,DTC Online,1477,2020.67,False
2026-04-27,Denmark,Retail/Grocery,1901,2579.75,False
2026-04-27,Denmark,Gym & Office,878,1207.66,False
2026-04-27,Sweden,DTC Online,1658,2284.74,False
2026-04-27,Sweden,Retail/Grocery,2852,3831.18,False
2026-04-27,Sweden,Gym & Office,1173,1538.9,False
2026-05-04,Netherlands,DTC Online,2848,3799.95,False
2026-05-04,Netherlands,Retail/Grocery,4927,6714.84,False
2026-05-04,Netherlands,Gym & Office,1285,1727.02,False
2026-05-04,Denmark,DTC Online,1948,2659.86,False
2026-05-04,Denmark,Retail/Grocery,2437,3303.29,True
2026-05-04,Denmark,Gym & Office,1006,1396.99,False
2026-05-04,Sweden,DTC Online,2174,2987.58,False
2026-05-04,Sweden,Retail/Grocery,3263,4376.21,False
2026-05-04,Sweden,Gym & Office,1440,1893.11,False
2026-05-11,Netherlands,DTC Online,2692,3596.88,False
2026-05-11,Netherlands,Retail/Grocery,5065,6757.6,False
2026-05-11,Netherlands,Gym & Office,1389,1838.88,False
2026-05-11,Denmark,DTC Online,1911,2506.61,False
2026-05-11,Denmark,Retail/Grocery,2576,3453.79,False
2026-05-11,Denmark,Gym & Office,1038,1403.35,False
2026-05-11,Sweden,DTC Online,2116,2772.8,False
2026-05-11,Sweden,Retail/Grocery,3456,4635.12,False
2026-05-11,Sweden,Gym & Office,1271,1707.45,False
2026-05-18,Netherlands,DTC Online,2669,3690.4,False
2026-05-18,Netherlands,Retail/Grocery,5277,7042.63,False
2026-05-18,Netherlands,Gym & Office,1394,1843.37,False
2026-05-18,Denmark,DTC Online,1833,2430.45,False
2026-05-18,Denmark,Retail/Grocery,2414,3200.57,False
2026-05-18,Denmark,Gym & Office,1071,1474.01,False
2026-05-18,Sweden,DTC Online,2086,2787.19,False
2026-05-18,Sweden,Retail/Grocery,3256,4385.76,True
2026-05-18,Sweden,Gym & Office,1270,1729.55,False
2026-05-25,Netherlands,DTC Online,2665,3671.71,False
2026-05-25,Netherlands,Retail/Grocery,4922,6773.65,False
2026-05-25,Netherlands,Gym & Office,1348,1784.81,False
2026-05-25,Denmark,DTC Online,1880,2520.44,False
2026-05-25,Denmark,Retail/Grocery,2521,3320.76,False
2026-05-25,Denmark,Gym & Office,1007,1390.9,False
2026-05-25,Sweden,DTC Online,2320,3139.09,False
2026-05-25,Sweden,Retail/Grocery,3051,4174.83,False
2026-05-25,Sweden,Gym & Office,1455,1953.79,False
2026-06-01,Netherlands,DTC Online,2887,3866.75,False
2026-06-01,Netherlands,Retail/Grocery,5638,7738.95,False
2026-06-01,Netherlands,Gym & Office,1454,1928.44,True
2026-06-01,Denmark,DTC Online,1976,2689.83,False
2026-06-01,Denmark,Retail/Grocery,2731,3652.27,False
2026-06-01,Denmark,Gym & Office,1162,1525.19,False
2026-06-01,Sweden,DTC Online,2541,3355.53,False
2026-06-01,Sweden,Retail/Grocery,3667,4938.97,False
2026-06-01,Sweden,Gym & Office,1575,2153.5,False
2026-06-08,Netherlands,DTC Online,3076,4097.57,False
2026-06-08,Netherlands,Retail/Grocery,5972,8113.95,False
2026-06-08,Netherlands,Gym & Office,1452,1988.6,False
2026-06-08,Denmark,DTC Online,2208,2893.38,False
2026-06-08,Denmark,Retail/Grocery,2737,3623.55,False
2026-06-08,Denmark,Gym & Office,1305,1765.16,False
2026-06-08,Sweden,DTC Online,2293,3120.59,False
2026-06-08,Sweden,Retail/Grocery,3805,5186.08,False
2026-06-08,Sweden,Gym & Office,1592,2141.98,False
2026-06-15,Netherlands,DTC Online,2883,3863.42,False
2026-06-15,Netherlands,Retail/Grocery,5468,7562.84,False
2026-06-15,Netherlands,Gym & Office,1433,1879.76,True
2026-06-15,Denmark,DTC Online,2272,3100.32,True
2026-06-15,Denmark,Retail/Grocery,2982,3928.26,False
2026-06-15,Denmark,Gym & Office,1267,1733.44,True
2026-06-15,Sweden,DTC Online,2491,3426.53,False
2026-06-15,Sweden,Retail/Grocery,3804,5173.81,False
2026-06-15,Sweden,Gym & Office,1527,2052.53,False
2026-06-22,Netherlands,DTC Online,2927,3909.57,True
2026-06-22,Netherlands,Retail/Grocery,5869,7691.15,False
2026-06-22,Netherlands,Gym & Office,1492,2033.29,False
2026-06-22,Denmark,DTC Online,2216,2909.74,False
2026-06-22,Denmark,Retail/Grocery,2754,3777.58,False
2026-06-22,Denmark,Gym & Office,1339,1830.7,False
2026-06-22,Sweden,DTC Online,2668,3616.76,False
2026-06-22,Sweden,Retail/Grocery,3506,4683.22,False
2026-06-22,Sweden,Gym & Office,1534,2123.65,False
2026-06-29,Netherlands,DTC Online,2957,3914.19,False
2026-06-29,Netherlands,Retail/Grocery,5932,8237.89,False
2026-06-29,Netherlands,Gym & Office,1462,1916.58,False
2026-06-29,Denmark,DTC Online,2167,2927.39,False
2026-06-29,Denmark,Retail/Grocery,2811,3841.44,True
2026-06-29,Denmark,Gym & Office,1153,1580.73,False
2026-06-29,Sweden,DTC Online,2407,3235.51,False
2026-06-29,Sweden,Retail/Grocery,3516,4643.38,False
2026-06-29,Sweden,Gym & Office,1496,2004.54,False
2025-07-14,Netherlands,DTC Online,2601,3541.13,False
2026-04-27,Netherlands,DTC Online,2396,3321.12,False
2025-12-22,Denmark,Retail/Grocery,1424,1937.41,False
2025-09-22,Denmark,DTC Online,1421,1910.73,True
